metric,row_type,student_group,value,table_id,period,row_type2,row_label_raw,value_num
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,ML,2%,27,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,SWD,2%,27,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,504 Plan,3%,27,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Asian,3%,27,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Black,2%,27,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Hispanic,2%,27,Baseline,percent,Baseline,2
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Multiracial,3%,27,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,White,3%,27,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,All Students,Actual,27,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,All students,6%,27,SY 2023-24,percent,SY 2023-24,6
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Econ Dis,4%,27,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,ML,5%,27,SY 2023-24,percent,SY 2023-24,5
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,SWD,5%,27,SY 2023-24,percent,SY 2023-24,5
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,504 Plan,7%,27,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Asian,7%,27,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Black,4%,27,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Hispanic,4%,27,SY 2023-24,percent,SY 2023-24,4
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Multiracial,7%,27,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,White,7%,27,SY 2023-24,percent,SY 2023-24,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,All Students,Target,27,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,All students,29%,27,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Econ Dis,28%,27,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,ML,28%,27,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,SWD,28%,27,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,504 Plan,29%,27,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Asian,29%,27,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Black,28%,27,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Hispanic,28%,27,SY 2024-25,percent,SY 2024-25,28
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Multiracial,29%,27,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,White,29%,27,SY 2024-25,percent,SY 2024-25,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,All Students,Actual,27,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,All students,10%,27,SY 2024-25,percent,SY 2024-25,10
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Econ Dis,7%,27,SY 2024-25,percent,SY 2024-25,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,ML,8%,27,SY 2024-25,percent,SY 2024-25,8
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,SWD,8%,27,SY 2024-25,percent,SY 2024-25,8
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,504 Plan,10%,27,SY 2024-25,percent,SY 2024-25,10
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Asian,12%,27,SY 2024-25,percent,SY 2024-25,12
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Black,9%,27,SY 2024-25,percent,SY 2024-25,9
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Hispanic,7%,27,SY 2024-25,percent,SY 2024-25,7
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Multiracial,12%,27,SY 2024-25,percent,SY 2024-25,12
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,White,11%,27,SY 2024-25,percent,SY 2024-25,11
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,All Students,Target,27,SY 2025-26,percent,SY 2025-26,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,All students,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,Econ Dis,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,ML,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,SWD,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,504 Plan,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,Asian,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,Black,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,Hispanic,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,Multiracial,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2025-26,White,42%,27,SY 2025-26,percent,SY 2025-26,42
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,All students,Annual,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Econ Dis,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,ML,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,SWD,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,504 Plan,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Asian,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Black,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Hispanic,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Multiracial,NA,27,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,White,NA,27,SY 2025-26,other,Target,NA
Pass Rate on the Grade 3 Reading SOL,Denominator,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169","11,765",30,NA,denominator,Denominator,11765
Pass Rate on the Grade 3 Reading SOL,Denominator,44%,"1,752",30,NA,denominator,Denominator,1752
Pass Rate on the Grade 3 Reading SOL,Denominator,80%,350,30,NA,denominator,Denominator,350
Pass Rate on the Grade 3 Reading SOL,Denominator,81%,"2,164",30,NA,denominator,Denominator,2164
Pass Rate on the Grade 3 Reading SOL,Denominator,61%,"1,106",30,NA,denominator,Denominator,1106
Pass Rate on the Grade 3 Reading SOL,Denominator,41%,"3,187",30,NA,denominator,Denominator,3187
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,791,30,NA,denominator,Denominator,791
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,"4,471",30,NA,denominator,Denominator,4471
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169",70%,30,SY 2023-24,percent,SY 2023-24,70
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,44%,46%,30,SY 2023-24,percent,SY 2023-24,46
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,80%,82%,30,SY 2023-24,percent,SY 2023-24,82
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,81%,83%,30,SY 2023-24,percent,SY 2023-24,83
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,61%,59%,30,SY 2023-24,percent,SY 2023-24,59
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,41%,43%,30,SY 2023-24,percent,SY 2023-24,43
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,82%,85%,30,SY 2023-24,percent,SY 2023-24,85
Pass Rate on the Grade 3 Reading SOL,SY 2023-24,82%,83%,30,SY 2023-24,percent,SY 2023-24,83
Pass Rate on the Grade 3 Reading SOL,Numerator,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169","8,508",30,SY 2023-24,numerator,Numerator,8508
Pass Rate on the Grade 3 Reading SOL,Numerator,44%,946,30,SY 2023-24,numerator,Numerator,946
Pass Rate on the Grade 3 Reading SOL,Numerator,80%,391,30,SY 2023-24,numerator,Numerator,391
Pass Rate on the Grade 3 Reading SOL,Numerator,81%,"1,850",30,SY 2023-24,numerator,Numerator,1850
Pass Rate on the Grade 3 Reading SOL,Numerator,61%,653,30,SY 2023-24,numerator,Numerator,653
Pass Rate on the Grade 3 Reading SOL,Numerator,41%,"1,469",30,SY 2023-24,numerator,Numerator,1469
Pass Rate on the Grade 3 Reading SOL,Numerator,82%,753,30,SY 2023-24,numerator,Numerator,753
Pass Rate on the Grade 3 Reading SOL,Numerator,82%,"3,764",30,SY 2023-24,numerator,Numerator,3764
Pass Rate on the Grade 3 Reading SOL,Denominator,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169","12,217",30,SY 2023-24,denominator,Denominator,12217
Pass Rate on the Grade 3 Reading SOL,Denominator,44%,"2,060",30,SY 2023-24,denominator,Denominator,2060
Pass Rate on the Grade 3 Reading SOL,Denominator,80%,479,30,SY 2023-24,denominator,Denominator,479
Pass Rate on the Grade 3 Reading SOL,Denominator,81%,"2,222",30,SY 2023-24,denominator,Denominator,2222
Pass Rate on the Grade 3 Reading SOL,Denominator,61%,"1,106",30,SY 2023-24,denominator,Denominator,1106
Pass Rate on the Grade 3 Reading SOL,Denominator,41%,"3,429",30,SY 2023-24,denominator,Denominator,3429
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,881,30,SY 2023-24,denominator,Denominator,881
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,"4,531",30,SY 2023-24,denominator,Denominator,4531
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169",71%,30,SY 2024-25,percent,SY 2024-25,71
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,44%,48%,30,SY 2024-25,percent,SY 2024-25,48
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,80%,85%,30,SY 2024-25,percent,SY 2024-25,85
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,81%,82%,30,SY 2024-25,percent,SY 2024-25,82
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,61%,65%,30,SY 2024-25,percent,SY 2024-25,65
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,41%,46%,30,SY 2024-25,percent,SY 2024-25,46
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,82%,85%,30,SY 2024-25,percent,SY 2024-25,85
Pass Rate on the Grade 3 Reading SOL,SY 2024-25,82%,85%,30,SY 2024-25,percent,SY 2024-25,85
Pass Rate on the Grade 3 Reading SOL,Numerator,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169","9,258",30,SY 2024-25,numerator,Numerator,9258
Pass Rate on the Grade 3 Reading SOL,Numerator,44%,"1,049",30,SY 2024-25,numerator,Numerator,1049
Pass Rate on the Grade 3 Reading SOL,Numerator,80%,543,30,SY 2024-25,numerator,Numerator,543
Pass Rate on the Grade 3 Reading SOL,Numerator,81%,"1,814",30,SY 2024-25,numerator,Numerator,1814
Pass Rate on the Grade 3 Reading SOL,Numerator,61%,771,30,SY 2024-25,numerator,Numerator,771
Pass Rate on the Grade 3 Reading SOL,Numerator,41%,"1,700",30,SY 2024-25,numerator,Numerator,1700
Pass Rate on the Grade 3 Reading SOL,Numerator,82%,774,30,SY 2024-25,numerator,Numerator,774
Pass Rate on the Grade 3 Reading SOL,Numerator,82%,"4,174",30,SY 2024-25,numerator,Numerator,4174
Pass Rate on the Grade 3 Reading SOL,Denominator,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169","12,995",30,SY 2024-25,denominator,Denominator,12995
Pass Rate on the Grade 3 Reading SOL,Denominator,44%,"2,178",30,SY 2024-25,denominator,Denominator,2178
Pass Rate on the Grade 3 Reading SOL,Denominator,80%,637,30,SY 2024-25,denominator,Denominator,637
Pass Rate on the Grade 3 Reading SOL,Denominator,81%,"2,224",30,SY 2024-25,denominator,Denominator,2224
Pass Rate on the Grade 3 Reading SOL,Denominator,61%,"1,188",30,SY 2024-25,denominator,Denominator,1188
Pass Rate on the Grade 3 Reading SOL,Denominator,41%,"3,720",30,SY 2024-25,denominator,Denominator,3720
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,910,30,SY 2024-25,denominator,Denominator,910
Pass Rate on the Grade 3 Reading SOL,Denominator,82%,"4,913",30,SY 2024-25,denominator,Denominator,4913
Pass Rate on the Grade 3 Reading SOL,Target,"All Students Econ Dis ML (1-4) Numerator 8,072 1,632 1,169",76%,30,SY 2024-25,other,Target,76
Pass Rate on the Grade 3 Reading SOL,Target,44%,59%,30,SY 2024-25,other,Target,59
Pass Rate on the Grade 3 Reading SOL,Target,80%,84%,30,SY 2024-25,other,Target,84
Pass Rate on the Grade 3 Reading SOL,Target,81%,85%,30,SY 2024-25,other,Target,85
Pass Rate on the Grade 3 Reading SOL,Target,61%,71%,30,SY 2024-25,other,Target,71
Pass Rate on the Grade 3 Reading SOL,Target,41%,56%,30,SY 2024-25,other,Target,56
Pass Rate on the Grade 3 Reading SOL,Target,82%,86%,30,SY 2024-25,other,Target,86
Pass Rate on the Grade 3 Reading SOL,Target,82%,86%,30,SY 2024-25,other,Target,86
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,All students,69%,31,Baseline,percent,Baseline,69
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,Econ Dis,41%,31,Baseline,percent,Baseline,41
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,ML,34%,31,Baseline,percent,Baseline,34
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,SWD,44%,31,Baseline,percent,Baseline,44
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,504 Plan,80%,31,Baseline,percent,Baseline,80
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,Asian,81%,31,Baseline,percent,Baseline,81
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,Black,61%,31,Baseline,percent,Baseline,61
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,Hispanic,41%,31,Baseline,percent,Baseline,41
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,Multiracial,82%,31,Baseline,percent,Baseline,82
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Baseline,White,82%,31,Baseline,percent,Baseline,82
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,All Students,Actual,31,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,All students,70%,31,SY 2023-24,percent,SY 2023-24,70
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,Econ Dis,44%,31,SY 2023-24,percent,SY 2023-24,44
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,ML,33%,31,SY 2023-24,percent,SY 2023-24,33
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,SWD,46%,31,SY 2023-24,percent,SY 2023-24,46
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,504 Plan,82%,31,SY 2023-24,percent,SY 2023-24,82
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,Asian,83%,31,SY 2023-24,percent,SY 2023-24,83
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,Black,59%,31,SY 2023-24,percent,SY 2023-24,59
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,Hispanic,43%,31,SY 2023-24,percent,SY 2023-24,43
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,Multiracial,85%,31,SY 2023-24,percent,SY 2023-24,85
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2023-24,White,83%,31,SY 2023-24,percent,SY 2023-24,83
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,All Students,Target,31,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,All students,76%,31,SY 2024-25,percent,SY 2024-25,76
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Econ Dis,56%,31,SY 2024-25,percent,SY 2024-25,56
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,ML,51%,31,SY 2024-25,percent,SY 2024-25,51
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,SWD,59%,31,SY 2024-25,percent,SY 2024-25,59
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,504 Plan,84%,31,SY 2024-25,percent,SY 2024-25,84
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Asian,85%,31,SY 2024-25,percent,SY 2024-25,85
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Black,71%,31,SY 2024-25,percent,SY 2024-25,71
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Hispanic,56%,31,SY 2024-25,percent,SY 2024-25,56
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Multiracial,86%,31,SY 2024-25,percent,SY 2024-25,86
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,White,86%,31,SY 2024-25,percent,SY 2024-25,86
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,All Students,Actual,31,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,All students,71%,31,SY 2024-25,percent,SY 2024-25,71
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Econ Dis,46%,31,SY 2024-25,percent,SY 2024-25,46
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,ML,35%,31,SY 2024-25,percent,SY 2024-25,35
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,SWD,48%,31,SY 2024-25,percent,SY 2024-25,48
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,504 Plan,85%,31,SY 2024-25,percent,SY 2024-25,85
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Asian,82%,31,SY 2024-25,percent,SY 2024-25,82
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Black,65%,31,SY 2024-25,percent,SY 2024-25,65
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Hispanic,46%,31,SY 2024-25,percent,SY 2024-25,46
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,Multiracial,85%,31,SY 2024-25,percent,SY 2024-25,85
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2024-25,White,85%,31,SY 2024-25,percent,SY 2024-25,85
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,All Students,Target,31,SY 2025-26,percent,SY 2025-26,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,All students,80%,31,SY 2025-26,percent,SY 2025-26,80
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,Econ Dis,64%,31,SY 2025-26,percent,SY 2025-26,64
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,ML,60%,31,SY 2025-26,percent,SY 2025-26,60
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,SWD,66%,31,SY 2025-26,percent,SY 2025-26,66
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,504 Plan,86%,31,SY 2025-26,percent,SY 2025-26,86
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,Asian,87%,31,SY 2025-26,percent,SY 2025-26,87
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,Black,76%,31,SY 2025-26,percent,SY 2025-26,76
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,Hispanic,64%,31,SY 2025-26,percent,SY 2025-26,64
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,Multiracial,88%,31,SY 2025-26,percent,SY 2025-26,88
Growth Targets - Pass Rate on the Grade 3 Reading SOL,SY 2025-26,White,88%,31,SY 2025-26,percent,SY 2025-26,88
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,All students,Annual,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,Econ Dis,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,ML,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,SWD,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,504 Plan,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,Asian,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,Black,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,Hispanic,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,Multiracial,NA,31,SY 2025-26,other,Target,NA
Growth Targets - Pass Rate on the Grade 3 Reading SOL,Target,White,NA,31,SY 2025-26,other,Target,NA
Pass Rate on the Grade 3 Reading VAAP,SY 2024-25,Student Group SY 2023-24 Actual,Target,33,SY 2024-25,percent,SY 2024-25,NA
Pass Rate on the Grade 3 Reading VAAP,SY 2024-25,78%,83%,33,SY 2024-25,percent,SY 2024-25,83
Pass Rate on the Grade 3 Reading VAAP,SY 2024-25,Student Group SY 2023-24 Actual,Actual,33,SY 2024-25,percent,SY 2024-25,NA
Pass Rate on the Grade 3 Reading VAAP,SY 2024-25,78%,90%,33,SY 2024-25,percent,SY 2024-25,90
Pass Rate on the Grade 3 Reading VAAP,SY 2025-26,Student Group SY 2023-24 Actual,Target,33,SY 2025-26,percent,SY 2025-26,NA
Pass Rate on the Grade 3 Reading VAAP,SY 2025-26,78%,85%,33,SY 2025-26,percent,SY 2025-26,85
Pass Rate on the Grade 3 Reading VAAP,Target,Student Group SY 2023-24 Actual,Annual,33,SY 2025-26,other,Target,NA
Pass Rate on the Grade 3 Reading VAAP,Target,78%,2.43,33,SY 2025-26,other,Target,2.4299999999999997
